============================================================
Training Configuration
============================================================
Dataset: waterbirds
Head: mlp
Hidden dim: 2048
Epochs: 200
Batch size: 128
Learning rate: 0.01
Weight decay: 0.0005
KAN reg weight: 0.0
Seed: 42
Device: cuda
Log file: .\logs\train_waterbirds_mlp_h2048_e200_20260208_023329.txt
============================================================

Dataset: WATERBIRDS | Device: cuda | Model: MLP | Params: 12,235,330

Group tracking enabled: 4 groups

Ep 1/200 | Loss: 0.3793 | Test Loss: 0.7387 | Train: 83.1% | Test: 69.8% | Avg10: 69.8% | Best: 0.0% | WG: 2.5% | WG-Avg10: 2.5% | WG-Best: 0.0%
Ep 2/200 | Loss: 0.3169 | Test Loss: 1.2554 | Train: 87.2% | Test: 55.5% | Avg10: 62.6% | Best: 69.8% | WG: 23.2% | WG-Avg10: 12.9% | WG-Best: 2.5%
Ep 3/200 | Loss: 0.2878 | Test Loss: 1.0694 | Train: 88.4% | Test: 55.5% | Avg10: 60.2% | Best: 69.8% | WG: 20.5% | WG-Avg10: 15.4% | WG-Best: 23.2%
Ep 4/200 | Loss: 0.2788 | Test Loss: 0.8650 | Train: 88.8% | Test: 62.1% | Avg10: 60.7% | Best: 69.8% | WG: 8.7% | WG-Avg10: 13.7% | WG-Best: 23.2%
Ep 5/200 | Loss: 0.2713 | Test Loss: 0.9670 | Train: 89.4% | Test: 55.2% | Avg10: 59.6% | Best: 69.8% | WG: 21.3% | WG-Avg10: 15.3% | WG-Best: 23.2%
Ep 6/200 | Loss: 0.2701 | Test Loss: 0.9151 | Train: 89.3% | Test: 62.1% | Avg10: 60.0% | Best: 69.8% | WG: 9.5% | WG-Avg10: 14.3% | WG-Best: 23.2%
Ep 7/200 | Loss: 0.2624 | Test Loss: 1.0212 | Train: 90.1% | Test: 58.8% | Avg10: 59.8% | Best: 69.8% | WG: 13.2% | WG-Avg10: 14.2% | WG-Best: 23.2%
Ep 8/200 | Loss: 0.2651 | Test Loss: 0.9882 | Train: 89.8% | Test: 57.6% | Avg10: 59.6% | Best: 69.8% | WG: 14.3% | WG-Avg10: 14.2% | WG-Best: 23.2%
Ep 9/200 | Loss: 0.2581 | Test Loss: 1.3668 | Train: 90.5% | Test: 56.6% | Avg10: 59.2% | Best: 69.8% | WG: 22.3% | WG-Avg10: 15.1% | WG-Best: 23.2%
Ep 10/200 | Loss: 0.2643 | Test Loss: 0.7093 | Train: 90.0% | Test: 69.9% | Avg10: 60.3% | Best: 69.8% | WG: 5.1% | WG-Avg10: 14.1% | WG-Best: 23.2%
Ep 11/200 | Loss: 0.2496 | Test Loss: 0.9760 | Train: 90.6% | Test: 58.5% | Avg10: 59.2% | Best: 69.9% | WG: 19.8% | WG-Avg10: 15.8% | WG-Best: 23.2%
