============================================================
Training Configuration
============================================================
Dataset: cifar10
Head: mlp
Hidden dim: 2048
Epochs: 200
Batch size: 128
Learning rate: 0.01
Weight decay: 0.0005
KAN reg weight: 0.0
Seed: 42
Device: cuda
Log file: .\logs\cifar10_mlp_kanRegWeight0.0_lr0.01_seed42_e200_hiddenDim2048_20260308_170916.txt
WandB: enabled
============================================================

Dataset: CIFAR10 | Device: cuda | Model: MLP | Params: 11,173,962

Backbone frozen: False (requires_grad=True, BN in train mode)
Trainable parameters: 11173962 / 11173962
Ep 1/200 | Train Loss: 1.9111 | Val Loss: 1.6786 | Test Loss: 1.6786 | Train: 29.2% | Val: 37.3% | Test: 37.3% | Val-Avg10: 37.3% | Val-Best: 37.3%
Ep 2/200 | Train Loss: 1.6543 | Val Loss: 1.5538 | Test Loss: 1.5538 | Train: 38.7% | Val: 41.3% | Test: 41.3% | Val-Avg10: 39.3% | Val-Best: 41.3%
Ep 3/200 | Train Loss: 1.5369 | Val Loss: 1.4882 | Test Loss: 1.4882 | Train: 43.5% | Val: 44.5% | Test: 44.5% | Val-Avg10: 41.1% | Val-Best: 44.5%
Ep 4/200 | Train Loss: 1.4696 | Val Loss: 1.4134 | Test Loss: 1.4134 | Train: 46.3% | Val: 48.9% | Test: 48.9% | Val-Avg10: 43.0% | Val-Best: 48.9%
Ep 5/200 | Train Loss: 1.4039 | Val Loss: 1.3058 | Test Loss: 1.3058 | Train: 49.2% | Val: 52.5% | Test: 52.5% | Val-Avg10: 44.9% | Val-Best: 52.5%
Ep 6/200 | Train Loss: 1.3468 | Val Loss: 1.2658 | Test Loss: 1.2658 | Train: 51.4% | Val: 53.4% | Test: 53.4% | Val-Avg10: 46.3% | Val-Best: 53.4%
Ep 7/200 | Train Loss: 1.2948 | Val Loss: 1.2388 | Test Loss: 1.2388 | Train: 53.1% | Val: 54.5% | Test: 54.5% | Val-Avg10: 47.5% | Val-Best: 54.5%
Ep 8/200 | Train Loss: 1.2550 | Val Loss: 1.1789 | Test Loss: 1.1789 | Train: 54.9% | Val: 58.2% | Test: 58.2% | Val-Avg10: 48.8% | Val-Best: 58.2%
Ep 9/200 | Train Loss: 1.2097 | Val Loss: 1.1764 | Test Loss: 1.1764 | Train: 56.7% | Val: 57.0% | Test: 57.0% | Val-Avg10: 49.7% | Val-Best: 58.2%
Ep 10/200 | Train Loss: 1.1739 | Val Loss: 1.0530 | Test Loss: 1.0530 | Train: 58.0% | Val: 62.5% | Test: 62.5% | Val-Avg10: 51.0% | Val-Best: 62.5%
Ep 11/200 | Train Loss: 1.1416 | Val Loss: 1.1138 | Test Loss: 1.1138 | Train: 59.3% | Val: 59.8% | Test: 59.8% | Val-Avg10: 53.2% | Val-Best: 62.5%
Ep 12/200 | Train Loss: 1.0962 | Val Loss: 1.1629 | Test Loss: 1.1629 | Train: 61.0% | Val: 58.0% | Test: 58.0% | Val-Avg10: 54.9% | Val-Best: 62.5%
Ep 13/200 | Train Loss: 1.0808 | Val Loss: 1.0333 | Test Loss: 1.0333 | Train: 61.5% | Val: 63.3% | Test: 63.3% | Val-Avg10: 56.8% | Val-Best: 63.3%
Ep 14/200 | Train Loss: 1.0500 | Val Loss: 1.0157 | Test Loss: 1.0157 | Train: 62.6% | Val: 64.4% | Test: 64.4% | Val-Avg10: 58.3% | Val-Best: 64.4%
Ep 15/200 | Train Loss: 1.0322 | Val Loss: 1.0353 | Test Loss: 1.0353 | Train: 63.3% | Val: 63.5% | Test: 63.5% | Val-Avg10: 59.4% | Val-Best: 64.4%
Ep 16/200 | Train Loss: 1.0160 | Val Loss: 0.9815 | Test Loss: 0.9815 | Train: 63.9% | Val: 65.1% | Test: 65.1% | Val-Avg10: 60.6% | Val-Best: 65.1%
Ep 17/200 | Train Loss: 1.0109 | Val Loss: 0.9662 | Test Loss: 0.9662 | Train: 64.2% | Val: 65.0% | Test: 65.0% | Val-Avg10: 61.7% | Val-Best: 65.1%
Ep 18/200 | Train Loss: 0.9973 | Val Loss: 1.0238 | Test Loss: 1.0238 | Train: 64.5% | Val: 63.0% | Test: 63.0% | Val-Avg10: 62.2% | Val-Best: 65.1%
Ep 19/200 | Train Loss: 0.9759 | Val Loss: 0.9459 | Test Loss: 0.9459 | Train: 65.2% | Val: 66.1% | Test: 66.1% | Val-Avg10: 63.1% | Val-Best: 66.1%
Ep 20/200 | Train Loss: 0.9663 | Val Loss: 0.9089 | Test Loss: 0.9089 | Train: 65.6% | Val: 67.7% | Test: 67.7% | Val-Avg10: 63.6% | Val-Best: 67.7%
Ep 21/200 | Train Loss: 0.9590 | Val Loss: 0.9991 | Test Loss: 0.9991 | Train: 65.9% | Val: 64.3% | Test: 64.3% | Val-Avg10: 64.0% | Val-Best: 67.7%
Ep 22/200 | Train Loss: 0.9526 | Val Loss: 0.9433 | Test Loss: 0.9433 | Train: 66.0% | Val: 66.7% | Test: 66.7% | Val-Avg10: 64.9% | Val-Best: 67.7%
Ep 23/200 | Train Loss: 0.9461 | Val Loss: 0.9308 | Test Loss: 0.9308 | Train: 66.5% | Val: 66.6% | Test: 66.6% | Val-Avg10: 65.2% | Val-Best: 67.7%
Ep 24/200 | Train Loss: 0.9322 | Val Loss: 0.9278 | Test Loss: 0.9278 | Train: 66.9% | Val: 67.0% | Test: 67.0% | Val-Avg10: 65.5% | Val-Best: 67.7%
Ep 25/200 | Train Loss: 0.9238 | Val Loss: 0.9170 | Test Loss: 0.9170 | Train: 67.3% | Val: 67.3% | Test: 67.3% | Val-Avg10: 65.9% | Val-Best: 67.7%
Ep 26/200 | Train Loss: 0.9221 | Val Loss: 0.9404 | Test Loss: 0.9404 | Train: 67.3% | Val: 66.7% | Test: 66.7% | Val-Avg10: 66.0% | Val-Best: 67.7%
Ep 27/200 | Train Loss: 0.9092 | Val Loss: 0.8850 | Test Loss: 0.8850 | Train: 67.7% | Val: 68.7% | Test: 68.7% | Val-Avg10: 66.4% | Val-Best: 68.7%
Ep 28/200 | Train Loss: 0.9002 | Val Loss: 0.9464 | Test Loss: 0.9464 | Train: 68.0% | Val: 65.9% | Test: 65.9% | Val-Avg10: 66.7% | Val-Best: 68.7%
Ep 29/200 | Train Loss: 0.8982 | Val Loss: 0.8790 | Test Loss: 0.8790 | Train: 68.1% | Val: 68.8% | Test: 68.8% | Val-Avg10: 67.0% | Val-Best: 68.8%
Ep 30/200 | Train Loss: 0.8937 | Val Loss: 0.9284 | Test Loss: 0.9284 | Train: 68.4% | Val: 67.4% | Test: 67.4% | Val-Avg10: 66.9% | Val-Best: 68.8%
Ep 31/200 | Train Loss: 0.8834 | Val Loss: 0.8815 | Test Loss: 0.8815 | Train: 68.8% | Val: 68.3% | Test: 68.3% | Val-Avg10: 67.3% | Val-Best: 68.8%
Ep 32/200 | Train Loss: 0.8862 | Val Loss: 0.8740 | Test Loss: 0.8740 | Train: 68.6% | Val: 69.1% | Test: 69.1% | Val-Avg10: 67.6% | Val-Best: 69.1%
Ep 33/200 | Train Loss: 0.8745 | Val Loss: 0.8803 | Test Loss: 0.8803 | Train: 69.1% | Val: 68.7% | Test: 68.7% | Val-Avg10: 67.8% | Val-Best: 69.1%
Ep 34/200 | Train Loss: 0.8684 | Val Loss: 0.9073 | Test Loss: 0.9073 | Train: 69.2% | Val: 68.3% | Test: 68.3% | Val-Avg10: 67.9% | Val-Best: 69.1%
Ep 35/200 | Train Loss: 0.8652 | Val Loss: 0.8335 | Test Loss: 0.8335 | Train: 69.2% | Val: 70.8% | Test: 70.8% | Val-Avg10: 68.3% | Val-Best: 70.8%
Ep 36/200 | Train Loss: 0.8554 | Val Loss: 0.8866 | Test Loss: 0.8866 | Train: 69.6% | Val: 68.8% | Test: 68.8% | Val-Avg10: 68.5% | Val-Best: 70.8%
Ep 37/200 | Train Loss: 0.8554 | Val Loss: 0.9856 | Test Loss: 0.9856 | Train: 69.7% | Val: 66.1% | Test: 66.1% | Val-Avg10: 68.2% | Val-Best: 70.8%
Ep 38/200 | Train Loss: 0.8427 | Val Loss: 0.8571 | Test Loss: 0.8571 | Train: 70.2% | Val: 69.1% | Test: 69.1% | Val-Avg10: 68.5% | Val-Best: 70.8%
Ep 39/200 | Train Loss: 0.8436 | Val Loss: 0.8481 | Test Loss: 0.8481 | Train: 70.2% | Val: 69.9% | Test: 69.9% | Val-Avg10: 68.7% | Val-Best: 70.8%
Ep 40/200 | Train Loss: 0.8365 | Val Loss: 0.8179 | Test Loss: 0.8179 | Train: 70.4% | Val: 71.3% | Test: 71.3% | Val-Avg10: 69.0% | Val-Best: 71.3%
Ep 41/200 | Train Loss: 0.8328 | Val Loss: 0.8310 | Test Loss: 0.8310 | Train: 70.6% | Val: 70.5% | Test: 70.5% | Val-Avg10: 69.3% | Val-Best: 71.3%
