============================================================
Training Configuration
============================================================
Dataset: waterbirds
Head: kan
Hidden dim: 2048
Epochs: 200
Batch size: 128
Learning rate: 0.01
Weight decay: 0.0005
KAN reg weight: 0.001
Seed: 42
Device: cuda
Log file: .\logs\train_waterbirds_kan_h2048_e200_20260214_065450.txt
WandB: enabled
============================================================

Dataset: WATERBIRDS | Device: cuda | Model: KAN | Params: 21,708,352

Group tracking enabled: 4 groups

Ep 1/200 | Train Loss: 1.4677 | Val Loss: 0.5814 | Test Loss: 0.5790 | Train: 89.3% | Val: 78.1% | Test: 78.1% | Val-Avg10: 78.1% | Val-Best: 78.1% | Val-WG: 49.6% | Val-WG-Avg10: 49.6% | Val-WG-Best: 49.6% | Test-WG: 53.4%
Ep 2/200 | Train Loss: 0.1326 | Val Loss: 0.3890 | Test Loss: 0.3829 | Train: 96.9% | Val: 86.2% | Test: 86.8% | Val-Avg10: 82.2% | Val-Best: 86.2% | Val-WG: 40.6% | Val-WG-Avg10: 45.1% | Val-WG-Best: 49.6% | Test-WG: 44.5%
Ep 3/200 | Train Loss: 0.0721 | Val Loss: 0.4198 | Test Loss: 0.4133 | Train: 98.4% | Val: 86.1% | Test: 86.5% | Val-Avg10: 83.5% | Val-Best: 86.2% | Val-WG: 45.9% | Val-WG-Avg10: 45.4% | Val-WG-Best: 49.6% | Test-WG: 52.0%
Ep 4/200 | Train Loss: 0.0599 | Val Loss: 0.4539 | Test Loss: 0.4466 | Train: 98.8% | Val: 86.0% | Test: 86.5% | Val-Avg10: 84.1% | Val-Best: 86.2% | Val-WG: 47.4% | Val-WG-Avg10: 45.9% | Val-WG-Best: 49.6% | Test-WG: 51.1%
Ep 5/200 | Train Loss: 0.0430 | Val Loss: 0.4638 | Test Loss: 0.4629 | Train: 99.5% | Val: 86.7% | Test: 86.2% | Val-Avg10: 84.6% | Val-Best: 86.7% | Val-WG: 57.9% | Val-WG-Avg10: 48.3% | Val-WG-Best: 57.9% | Test-WG: 58.7%
Ep 6/200 | Train Loss: 0.0441 | Val Loss: 0.4789 | Test Loss: 0.4809 | Train: 99.5% | Val: 86.7% | Test: 86.9% | Val-Avg10: 84.9% | Val-Best: 86.7% | Val-WG: 51.1% | Val-WG-Avg10: 48.7% | Val-WG-Best: 57.9% | Test-WG: 55.8%
Ep 7/200 | Train Loss: 0.0381 | Val Loss: 0.5445 | Test Loss: 0.5322 | Train: 99.5% | Val: 85.4% | Test: 85.7% | Val-Avg10: 85.0% | Val-Best: 86.7% | Val-WG: 57.1% | Val-WG-Avg10: 49.9% | Val-WG-Best: 57.9% | Test-WG: 57.0%
Ep 8/200 | Train Loss: 0.0345 | Val Loss: 0.5953 | Test Loss: 0.5795 | Train: 99.7% | Val: 85.8% | Test: 85.3% | Val-Avg10: 85.1% | Val-Best: 86.7% | Val-WG: 63.9% | Val-WG-Avg10: 51.7% | Val-WG-Best: 63.9% | Test-WG: 64.0%
Ep 9/200 | Train Loss: 0.0327 | Val Loss: 0.5565 | Test Loss: 0.5474 | Train: 99.8% | Val: 87.0% | Test: 86.3% | Val-Avg10: 85.3% | Val-Best: 87.0% | Val-WG: 67.7% | Val-WG-Avg10: 53.5% | Val-WG-Best: 67.7% | Test-WG: 67.3%
Ep 10/200 | Train Loss: 0.0372 | Val Loss: 0.5521 | Test Loss: 0.5617 | Train: 99.7% | Val: 87.0% | Test: 86.9% | Val-Avg10: 85.5% | Val-Best: 87.0% | Val-WG: 58.6% | Val-WG-Avg10: 54.0% | Val-WG-Best: 67.7% | Test-WG: 58.1%
Ep 11/200 | Train Loss: 0.0305 | Val Loss: 0.5795 | Test Loss: 0.5917 | Train: 99.7% | Val: 86.3% | Test: 86.1% | Val-Avg10: 86.3% | Val-Best: 87.0% | Val-WG: 66.9% | Val-WG-Avg10: 55.7% | Val-WG-Best: 67.7% | Test-WG: 66.7%
Ep 12/200 | Train Loss: 0.0321 | Val Loss: 0.5123 | Test Loss: 0.5212 | Train: 99.8% | Val: 86.7% | Test: 87.7% | Val-Avg10: 86.4% | Val-Best: 87.0% | Val-WG: 60.9% | Val-WG-Avg10: 57.7% | Val-WG-Best: 67.7% | Test-WG: 65.1%
Ep 13/200 | Train Loss: 0.0284 | Val Loss: 0.5029 | Test Loss: 0.5190 | Train: 100.0% | Val: 88.1% | Test: 88.0% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 55.6% | Val-WG-Avg10: 58.7% | Val-WG-Best: 67.7% | Test-WG: 58.7%
Ep 14/200 | Train Loss: 0.0268 | Val Loss: 0.5804 | Test Loss: 0.6179 | Train: 100.0% | Val: 86.5% | Test: 86.4% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 60.9% | Val-WG-Avg10: 60.1% | Val-WG-Best: 67.7% | Test-WG: 64.5%
Ep 15/200 | Train Loss: 0.0276 | Val Loss: 0.5353 | Test Loss: 0.5763 | Train: 99.9% | Val: 86.7% | Test: 86.9% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 57.1% | Val-WG-Avg10: 60.0% | Val-WG-Best: 67.7% | Test-WG: 61.2%
Ep 16/200 | Train Loss: 0.0261 | Val Loss: 0.5766 | Test Loss: 0.6092 | Train: 100.0% | Val: 86.2% | Test: 86.8% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 58.6% | Val-WG-Avg10: 60.8% | Val-WG-Best: 67.7% | Test-WG: 64.2%
Ep 17/200 | Train Loss: 0.0271 | Val Loss: 0.5976 | Test Loss: 0.6202 | Train: 100.0% | Val: 85.7% | Test: 86.6% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 52.6% | Val-WG-Avg10: 60.3% | Val-WG-Best: 67.7% | Test-WG: 60.1%
Ep 18/200 | Train Loss: 0.0257 | Val Loss: 0.6333 | Test Loss: 0.6617 | Train: 100.0% | Val: 85.6% | Test: 86.3% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 54.9% | Val-WG-Avg10: 59.4% | Val-WG-Best: 67.7% | Test-WG: 62.3%
Ep 19/200 | Train Loss: 0.0277 | Val Loss: 0.5773 | Test Loss: 0.5852 | Train: 99.9% | Val: 87.1% | Test: 87.8% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 54.9% | Val-WG-Avg10: 58.1% | Val-WG-Best: 67.7% | Test-WG: 63.2%
Ep 20/200 | Train Loss: 0.0271 | Val Loss: 0.6327 | Test Loss: 0.6450 | Train: 100.0% | Val: 86.8% | Test: 86.8% | Val-Avg10: 86.6% | Val-Best: 88.1% | Val-WG: 58.6% | Val-WG-Avg10: 58.1% | Val-WG-Best: 67.7% | Test-WG: 60.9%
Ep 21/200 | Train Loss: 0.0262 | Val Loss: 0.6099 | Test Loss: 0.6235 | Train: 100.0% | Val: 87.6% | Test: 87.5% | Val-Avg10: 86.7% | Val-Best: 88.1% | Val-WG: 56.4% | Val-WG-Avg10: 57.1% | Val-WG-Best: 67.7% | Test-WG: 57.9%
Ep 22/200 | Train Loss: 0.0268 | Val Loss: 0.6207 | Test Loss: 0.6385 | Train: 99.9% | Val: 86.7% | Test: 87.0% | Val-Avg10: 86.7% | Val-Best: 88.1% | Val-WG: 61.7% | Val-WG-Avg10: 57.1% | Val-WG-Best: 67.7% | Test-WG: 64.5%
Ep 23/200 | Train Loss: 0.0260 | Val Loss: 0.5597 | Test Loss: 0.5850 | Train: 100.0% | Val: 88.2% | Test: 88.1% | Val-Avg10: 86.7% | Val-Best: 88.2% | Val-WG: 64.7% | Val-WG-Avg10: 58.0% | Val-WG-Best: 67.7% | Test-WG: 65.3%
Ep 24/200 | Train Loss: 0.0258 | Val Loss: 0.5113 | Test Loss: 0.5284 | Train: 100.0% | Val: 89.7% | Test: 89.5% | Val-Avg10: 87.0% | Val-Best: 89.7% | Val-WG: 63.2% | Val-WG-Avg10: 58.3% | Val-WG-Best: 67.7% | Test-WG: 65.4%
Ep 25/200 | Train Loss: 0.0274 | Val Loss: 0.6141 | Test Loss: 0.6522 | Train: 99.9% | Val: 87.3% | Test: 87.0% | Val-Avg10: 87.1% | Val-Best: 89.7% | Val-WG: 72.9% | Val-WG-Avg10: 59.8% | Val-WG-Best: 72.9% | Test-WG: 72.1%
Ep 26/200 | Train Loss: 0.0281 | Val Loss: 0.6121 | Test Loss: 0.6396 | Train: 99.9% | Val: 87.7% | Test: 87.6% | Val-Avg10: 87.2% | Val-Best: 89.7% | Val-WG: 57.9% | Val-WG-Avg10: 59.8% | Val-WG-Best: 72.9% | Test-WG: 58.3%
Ep 27/200 | Train Loss: 0.0296 | Val Loss: 0.6173 | Test Loss: 0.6254 | Train: 99.9% | Val: 88.1% | Test: 87.4% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 63.9% | Val-WG-Avg10: 60.9% | Val-WG-Best: 72.9% | Test-WG: 63.6%
Ep 28/200 | Train Loss: 0.0254 | Val Loss: 0.6641 | Test Loss: 0.6635 | Train: 100.0% | Val: 87.7% | Test: 87.1% | Val-Avg10: 87.7% | Val-Best: 89.7% | Val-WG: 66.2% | Val-WG-Avg10: 62.0% | Val-WG-Best: 72.9% | Test-WG: 65.7%
Ep 29/200 | Train Loss: 0.0260 | Val Loss: 0.6302 | Test Loss: 0.6382 | Train: 100.0% | Val: 87.8% | Test: 87.6% | Val-Avg10: 87.8% | Val-Best: 89.7% | Val-WG: 66.2% | Val-WG-Avg10: 63.2% | Val-WG-Best: 72.9% | Test-WG: 63.2%
Ep 30/200 | Train Loss: 0.0272 | Val Loss: 0.6747 | Test Loss: 0.6944 | Train: 99.9% | Val: 86.3% | Test: 86.0% | Val-Avg10: 87.7% | Val-Best: 89.7% | Val-WG: 69.2% | Val-WG-Avg10: 64.2% | Val-WG-Best: 72.9% | Test-WG: 68.4%
Ep 31/200 | Train Loss: 0.0254 | Val Loss: 0.7582 | Test Loss: 0.7680 | Train: 100.0% | Val: 85.9% | Test: 85.3% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 62.4% | Val-WG-Avg10: 64.8% | Val-WG-Best: 72.9% | Test-WG: 63.6%
Ep 32/200 | Train Loss: 0.0255 | Val Loss: 0.6666 | Test Loss: 0.6756 | Train: 100.0% | Val: 86.5% | Test: 86.7% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 64.7% | Val-WG-Avg10: 65.1% | Val-WG-Best: 72.9% | Test-WG: 65.1%
Ep 33/200 | Train Loss: 0.0256 | Val Loss: 0.6091 | Test Loss: 0.6118 | Train: 100.0% | Val: 88.2% | Test: 87.7% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 59.4% | Val-WG-Avg10: 64.6% | Val-WG-Best: 72.9% | Test-WG: 59.8%
Ep 34/200 | Train Loss: 0.0252 | Val Loss: 0.6175 | Test Loss: 0.6160 | Train: 100.0% | Val: 87.9% | Test: 87.9% | Val-Avg10: 87.3% | Val-Best: 89.7% | Val-WG: 60.2% | Val-WG-Avg10: 64.3% | Val-WG-Best: 72.9% | Test-WG: 62.0%
Ep 35/200 | Train Loss: 0.0257 | Val Loss: 0.6449 | Test Loss: 0.6314 | Train: 100.0% | Val: 87.5% | Test: 87.9% | Val-Avg10: 87.3% | Val-Best: 89.7% | Val-WG: 57.9% | Val-WG-Avg10: 62.8% | Val-WG-Best: 72.9% | Test-WG: 62.0%
Ep 36/200 | Train Loss: 0.0254 | Val Loss: 0.6721 | Test Loss: 0.6488 | Train: 100.0% | Val: 86.8% | Test: 87.3% | Val-Avg10: 87.3% | Val-Best: 89.7% | Val-WG: 56.4% | Val-WG-Avg10: 62.6% | Val-WG-Best: 72.9% | Test-WG: 60.1%
Ep 37/200 | Train Loss: 0.0255 | Val Loss: 0.6664 | Test Loss: 0.6455 | Train: 100.0% | Val: 87.0% | Test: 87.2% | Val-Avg10: 87.2% | Val-Best: 89.7% | Val-WG: 57.1% | Val-WG-Avg10: 62.0% | Val-WG-Best: 72.9% | Test-WG: 63.2%
Ep 38/200 | Train Loss: 0.0250 | Val Loss: 0.6607 | Test Loss: 0.6383 | Train: 100.0% | Val: 86.9% | Test: 87.1% | Val-Avg10: 87.1% | Val-Best: 89.7% | Val-WG: 59.4% | Val-WG-Avg10: 61.3% | Val-WG-Best: 72.9% | Test-WG: 63.7%
Ep 39/200 | Train Loss: 0.0255 | Val Loss: 0.6714 | Test Loss: 0.6545 | Train: 100.0% | Val: 86.7% | Test: 86.8% | Val-Avg10: 87.0% | Val-Best: 89.7% | Val-WG: 61.7% | Val-WG-Avg10: 60.8% | Val-WG-Best: 72.9% | Test-WG: 63.9%
Ep 40/200 | Train Loss: 0.0255 | Val Loss: 0.6152 | Test Loss: 0.6090 | Train: 100.0% | Val: 87.3% | Test: 88.0% | Val-Avg10: 87.1% | Val-Best: 89.7% | Val-WG: 56.4% | Val-WG-Avg10: 59.5% | Val-WG-Best: 72.9% | Test-WG: 60.0%
Ep 41/200 | Train Loss: 0.0249 | Val Loss: 0.6783 | Test Loss: 0.6607 | Train: 100.0% | Val: 87.2% | Test: 87.2% | Val-Avg10: 87.2% | Val-Best: 89.7% | Val-WG: 63.2% | Val-WG-Avg10: 59.6% | Val-WG-Best: 72.9% | Test-WG: 63.7%
Ep 42/200 | Train Loss: 0.0254 | Val Loss: 0.7105 | Test Loss: 0.6930 | Train: 100.0% | Val: 86.0% | Test: 86.4% | Val-Avg10: 87.1% | Val-Best: 89.7% | Val-WG: 60.2% | Val-WG-Avg10: 59.2% | Val-WG-Best: 72.9% | Test-WG: 65.1%
Ep 43/200 | Train Loss: 0.0264 | Val Loss: 0.7081 | Test Loss: 0.6874 | Train: 99.9% | Val: 87.1% | Test: 87.0% | Val-Avg10: 87.0% | Val-Best: 89.7% | Val-WG: 64.7% | Val-WG-Avg10: 59.7% | Val-WG-Best: 72.9% | Test-WG: 65.7%
Ep 44/200 | Train Loss: 0.0248 | Val Loss: 0.7792 | Test Loss: 0.7677 | Train: 100.0% | Val: 86.2% | Test: 85.6% | Val-Avg10: 86.9% | Val-Best: 89.7% | Val-WG: 62.4% | Val-WG-Avg10: 59.9% | Val-WG-Best: 72.9% | Test-WG: 62.5%
Ep 45/200 | Train Loss: 0.0267 | Val Loss: 0.7563 | Test Loss: 0.7549 | Train: 99.9% | Val: 85.9% | Test: 85.7% | Val-Avg10: 86.7% | Val-Best: 89.7% | Val-WG: 63.2% | Val-WG-Avg10: 60.5% | Val-WG-Best: 72.9% | Test-WG: 65.3%
Ep 46/200 | Train Loss: 0.0265 | Val Loss: 0.7065 | Test Loss: 0.7020 | Train: 100.0% | Val: 87.2% | Test: 86.2% | Val-Avg10: 86.7% | Val-Best: 89.7% | Val-WG: 63.9% | Val-WG-Avg10: 61.2% | Val-WG-Best: 72.9% | Test-WG: 64.5%
Ep 47/200 | Train Loss: 0.0256 | Val Loss: 0.5868 | Test Loss: 0.5798 | Train: 100.0% | Val: 88.2% | Test: 88.8% | Val-Avg10: 86.9% | Val-Best: 89.7% | Val-WG: 60.9% | Val-WG-Avg10: 61.6% | Val-WG-Best: 72.9% | Test-WG: 64.6%
Ep 48/200 | Train Loss: 0.0255 | Val Loss: 0.7064 | Test Loss: 0.7075 | Train: 100.0% | Val: 87.6% | Test: 86.3% | Val-Avg10: 86.9% | Val-Best: 89.7% | Val-WG: 69.9% | Val-WG-Avg10: 62.6% | Val-WG-Best: 72.9% | Test-WG: 69.5%
Ep 49/200 | Train Loss: 0.0249 | Val Loss: 0.6730 | Test Loss: 0.6655 | Train: 100.0% | Val: 87.7% | Test: 87.3% | Val-Avg10: 87.0% | Val-Best: 89.7% | Val-WG: 63.9% | Val-WG-Avg10: 62.9% | Val-WG-Best: 72.9% | Test-WG: 64.2%
Ep 50/200 | Train Loss: 0.0249 | Val Loss: 0.6616 | Test Loss: 0.6595 | Train: 100.0% | Val: 88.0% | Test: 87.7% | Val-Avg10: 87.1% | Val-Best: 89.7% | Val-WG: 57.1% | Val-WG-Avg10: 62.9% | Val-WG-Best: 72.9% | Test-WG: 59.8%
Ep 51/200 | Train Loss: 0.0248 | Val Loss: 0.6648 | Test Loss: 0.6649 | Train: 100.0% | Val: 88.2% | Test: 87.7% | Val-Avg10: 87.2% | Val-Best: 89.7% | Val-WG: 60.2% | Val-WG-Avg10: 62.6% | Val-WG-Best: 72.9% | Test-WG: 60.9%
Ep 52/200 | Train Loss: 0.0252 | Val Loss: 0.7210 | Test Loss: 0.7074 | Train: 100.0% | Val: 86.9% | Test: 86.6% | Val-Avg10: 87.3% | Val-Best: 89.7% | Val-WG: 60.9% | Val-WG-Avg10: 62.7% | Val-WG-Best: 72.9% | Test-WG: 63.2%
Ep 53/200 | Train Loss: 0.0252 | Val Loss: 0.7066 | Test Loss: 0.6937 | Train: 100.0% | Val: 87.1% | Test: 86.8% | Val-Avg10: 87.3% | Val-Best: 89.7% | Val-WG: 61.7% | Val-WG-Avg10: 62.4% | Val-WG-Best: 72.9% | Test-WG: 64.2%
Ep 54/200 | Train Loss: 0.0251 | Val Loss: 0.7071 | Test Loss: 0.6759 | Train: 100.0% | Val: 87.2% | Test: 87.3% | Val-Avg10: 87.4% | Val-Best: 89.7% | Val-WG: 59.4% | Val-WG-Avg10: 62.1% | Val-WG-Best: 72.9% | Test-WG: 63.6%
Ep 55/200 | Train Loss: 0.0257 | Val Loss: 0.6726 | Test Loss: 0.6344 | Train: 100.0% | Val: 87.4% | Test: 87.9% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 56.4% | Val-WG-Avg10: 61.4% | Val-WG-Best: 72.9% | Test-WG: 60.7%
Ep 56/200 | Train Loss: 0.0256 | Val Loss: 0.7048 | Test Loss: 0.6726 | Train: 100.0% | Val: 87.0% | Test: 87.4% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 60.2% | Val-WG-Avg10: 61.1% | Val-WG-Best: 72.9% | Test-WG: 62.8%
Ep 57/200 | Train Loss: 0.0248 | Val Loss: 0.6221 | Test Loss: 0.5954 | Train: 100.0% | Val: 88.3% | Test: 88.9% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 57.9% | Val-WG-Avg10: 60.8% | Val-WG-Best: 72.9% | Test-WG: 62.5%
Ep 58/200 | Train Loss: 0.0250 | Val Loss: 0.6747 | Test Loss: 0.6530 | Train: 100.0% | Val: 87.7% | Test: 87.9% | Val-Avg10: 87.5% | Val-Best: 89.7% | Val-WG: 60.2% | Val-WG-Avg10: 59.8% | Val-WG-Best: 72.9% | Test-WG: 63.1%
Ep 59/200 | Train Loss: 0.0256 | Val Loss: 0.7144 | Test Loss: 0.6945 | Train: 100.0% | Val: 86.7% | Test: 87.2% | Val-Avg10: 87.4% | Val-Best: 89.7% | Val-WG: 61.7% | Val-WG-Avg10: 59.5% | Val-WG-Best: 72.9% | Test-WG: 66.0%
Ep 60/200 | Train Loss: 0.0252 | Val Loss: 0.7179 | Test Loss: 0.6912 | Train: 100.0% | Val: 86.6% | Test: 87.3% | Val-Avg10: 87.3% | Val-Best: 89.7% | Val-WG: 64.7% | Val-WG-Avg10: 60.3% | Val-WG-Best: 72.9% | Test-WG: 68.7%
Ep 61/200 | Train Loss: 0.0250 | Val Loss: 0.6587 | Test Loss: 0.6384 | Train: 100.0% | Val: 87.6% | Test: 88.4% | Val-Avg10: 87.2% | Val-Best: 89.7% | Val-WG: 61.7% | Val-WG-Avg10: 60.5% | Val-WG-Best: 72.9% | Test-WG: 66.8%
Ep 62/200 | Train Loss: 0.0248 | Val Loss: 0.6135 | Test Loss: 0.5904 | Train: 100.0% | Val: 88.3% | Test: 89.1% | Val-Avg10: 87.4% | Val-Best: 89.7% | Val-WG: 58.6% | Val-WG-Avg10: 60.2% | Val-WG-Best: 72.9% | Test-WG: 65.0%
Ep 63/200 | Train Loss: 0.0248 | Val Loss: 0.6678 | Test Loss: 0.6446 | Train: 100.0% | Val: 87.7% | Test: 88.0% | Val-Avg10: 87.4% | Val-Best: 89.7% | Val-WG: 58.6% | Val-WG-Avg10: 59.9% | Val-WG-Best: 72.9% | Test-WG: 64.3%
Ep 64/200 | Train Loss: 0.0254 | Val Loss: 0.7278 | Test Loss: 0.6986 | Train: 100.0% | Val: 86.7% | Test: 87.5% | Val-Avg10: 87.4% | Val-Best: 89.7% | Val-WG: 60.2% | Val-WG-Avg10: 60.0% | Val-WG-Best: 72.9% | Test-WG: 63.4%
Ep 65/200 | Train Loss: 0.0250 | Val Loss: 0.8080 | Test Loss: 0.7862 | Train: 100.0% | Val: 85.6% | Test: 86.1% | Val-Avg10: 87.2% | Val-Best: 89.7% | Val-WG: 58.6% | Val-WG-Avg10: 60.2% | Val-WG-Best: 72.9% | Test-WG: 63.9%
