============================================================
Training Configuration
============================================================
Dataset: cifar10
Head: kan
Hidden dim: 2048
Epochs: 200
Batch size: 128
Learning rate: 0.01
Weight decay: 0.0005
KAN reg weight: 0.01
Seed: 42
Device: cuda
Log file: .\logs\cifar10_kan_kanRegWeight0.01_lr0.01_seed42_e200_hiddenDim2048_20260308_140215.txt
WandB: enabled
============================================================

Dataset: CIFAR10 | Device: cuda | Model: KAN | Params: 11,221,056

Backbone frozen: False (requires_grad=True, BN in train mode)
Trainable parameters: 11221056 / 11221056
Ep 1/200 | Train Loss: 1.8064 | Val Loss: 1.5250 | Test Loss: 1.5250 | Train: 37.9% | Val: 45.4% | Test: 45.4% | Val-Avg10: 45.4% | Val-Best: 45.4%
Ep 2/200 | Train Loss: 1.4972 | Val Loss: 1.3626 | Test Loss: 1.3626 | Train: 48.5% | Val: 50.9% | Test: 50.9% | Val-Avg10: 48.1% | Val-Best: 50.9%
Ep 3/200 | Train Loss: 1.3353 | Val Loss: 1.3666 | Test Loss: 1.3666 | Train: 54.6% | Val: 50.7% | Test: 50.7% | Val-Avg10: 49.0% | Val-Best: 50.9%
Ep 4/200 | Train Loss: 1.2079 | Val Loss: 1.0968 | Test Loss: 1.0968 | Train: 59.5% | Val: 60.5% | Test: 60.5% | Val-Avg10: 51.9% | Val-Best: 60.5%
Ep 5/200 | Train Loss: 1.1088 | Val Loss: 1.2880 | Test Loss: 1.2880 | Train: 63.1% | Val: 55.0% | Test: 55.0% | Val-Avg10: 52.5% | Val-Best: 60.5%
Ep 6/200 | Train Loss: 1.0324 | Val Loss: 0.9963 | Test Loss: 0.9963 | Train: 66.0% | Val: 64.7% | Test: 64.7% | Val-Avg10: 54.5% | Val-Best: 64.7%
Ep 7/200 | Train Loss: 0.9678 | Val Loss: 0.9432 | Test Loss: 0.9432 | Train: 68.2% | Val: 65.6% | Test: 65.6% | Val-Avg10: 56.1% | Val-Best: 65.6%
Ep 8/200 | Train Loss: 0.9159 | Val Loss: 0.9655 | Test Loss: 0.9655 | Train: 70.1% | Val: 65.7% | Test: 65.7% | Val-Avg10: 57.3% | Val-Best: 65.7%
Ep 9/200 | Train Loss: 0.8732 | Val Loss: 0.8201 | Test Loss: 0.8201 | Train: 71.8% | Val: 71.5% | Test: 71.5% | Val-Avg10: 58.9% | Val-Best: 71.5%
Ep 10/200 | Train Loss: 0.8278 | Val Loss: 1.2150 | Test Loss: 1.2150 | Train: 73.2% | Val: 61.5% | Test: 61.5% | Val-Avg10: 59.2% | Val-Best: 71.5%
Ep 11/200 | Train Loss: 0.7915 | Val Loss: 0.7417 | Test Loss: 0.7417 | Train: 74.6% | Val: 74.7% | Test: 74.7% | Val-Avg10: 62.1% | Val-Best: 74.7%
Ep 12/200 | Train Loss: 0.7593 | Val Loss: 0.9447 | Test Loss: 0.9447 | Train: 75.8% | Val: 68.2% | Test: 68.2% | Val-Avg10: 63.8% | Val-Best: 74.7%
Ep 13/200 | Train Loss: 0.7333 | Val Loss: 0.7557 | Test Loss: 0.7557 | Train: 76.7% | Val: 73.7% | Test: 73.7% | Val-Avg10: 66.1% | Val-Best: 74.7%
Ep 14/200 | Train Loss: 0.7158 | Val Loss: 0.6518 | Test Loss: 0.6518 | Train: 77.5% | Val: 77.1% | Test: 77.1% | Val-Avg10: 67.8% | Val-Best: 77.1%
Ep 15/200 | Train Loss: 0.6943 | Val Loss: 1.1672 | Test Loss: 1.1672 | Train: 78.1% | Val: 64.6% | Test: 64.6% | Val-Avg10: 68.7% | Val-Best: 77.1%
Ep 16/200 | Train Loss: 0.6797 | Val Loss: 0.8008 | Test Loss: 0.8008 | Train: 78.8% | Val: 71.9% | Test: 71.9% | Val-Avg10: 69.4% | Val-Best: 77.1%
Ep 17/200 | Train Loss: 0.6618 | Val Loss: 1.0416 | Test Loss: 1.0416 | Train: 79.4% | Val: 66.9% | Test: 66.9% | Val-Avg10: 69.6% | Val-Best: 77.1%
Ep 18/200 | Train Loss: 0.6512 | Val Loss: 0.6914 | Test Loss: 0.6914 | Train: 79.8% | Val: 76.7% | Test: 76.7% | Val-Avg10: 70.7% | Val-Best: 77.1%
Ep 19/200 | Train Loss: 0.6376 | Val Loss: 0.6851 | Test Loss: 0.6851 | Train: 80.3% | Val: 76.5% | Test: 76.5% | Val-Avg10: 71.2% | Val-Best: 77.1%
Ep 20/200 | Train Loss: 0.6282 | Val Loss: 0.7849 | Test Loss: 0.7849 | Train: 80.6% | Val: 73.2% | Test: 73.2% | Val-Avg10: 72.3% | Val-Best: 77.1%
Ep 21/200 | Train Loss: 0.6137 | Val Loss: 0.6920 | Test Loss: 0.6920 | Train: 81.1% | Val: 76.9% | Test: 76.9% | Val-Avg10: 72.6% | Val-Best: 77.1%
Ep 22/200 | Train Loss: 0.6112 | Val Loss: 0.9974 | Test Loss: 0.9974 | Train: 81.2% | Val: 67.9% | Test: 67.9% | Val-Avg10: 72.5% | Val-Best: 77.1%
Ep 23/200 | Train Loss: 0.6022 | Val Loss: 0.7061 | Test Loss: 0.7061 | Train: 81.6% | Val: 75.3% | Test: 75.3% | Val-Avg10: 72.7% | Val-Best: 77.1%
Ep 24/200 | Train Loss: 0.5961 | Val Loss: 0.7170 | Test Loss: 0.7170 | Train: 81.9% | Val: 75.1% | Test: 75.1% | Val-Avg10: 72.5% | Val-Best: 77.1%
Ep 25/200 | Train Loss: 0.5868 | Val Loss: 0.7032 | Test Loss: 0.7032 | Train: 82.2% | Val: 76.2% | Test: 76.2% | Val-Avg10: 73.6% | Val-Best: 77.1%
Ep 26/200 | Train Loss: 0.5827 | Val Loss: 0.6288 | Test Loss: 0.6288 | Train: 82.3% | Val: 78.7% | Test: 78.7% | Val-Avg10: 74.3% | Val-Best: 78.7%
Ep 27/200 | Train Loss: 0.5795 | Val Loss: 0.5850 | Test Loss: 0.5850 | Train: 82.3% | Val: 79.6% | Test: 79.6% | Val-Avg10: 75.6% | Val-Best: 79.6%
Ep 28/200 | Train Loss: 0.5689 | Val Loss: 0.9331 | Test Loss: 0.9331 | Train: 82.9% | Val: 68.6% | Test: 68.6% | Val-Avg10: 74.8% | Val-Best: 79.6%
Ep 29/200 | Train Loss: 0.5628 | Val Loss: 0.6375 | Test Loss: 0.6375 | Train: 82.9% | Val: 77.6% | Test: 77.6% | Val-Avg10: 74.9% | Val-Best: 79.6%
Ep 30/200 | Train Loss: 0.5605 | Val Loss: 0.8810 | Test Loss: 0.8810 | Train: 83.1% | Val: 71.4% | Test: 71.4% | Val-Avg10: 74.7% | Val-Best: 79.6%
Ep 31/200 | Train Loss: 0.5568 | Val Loss: 0.5949 | Test Loss: 0.5949 | Train: 83.2% | Val: 80.5% | Test: 80.5% | Val-Avg10: 75.1% | Val-Best: 80.5%
Ep 32/200 | Train Loss: 0.5488 | Val Loss: 0.6142 | Test Loss: 0.6142 | Train: 83.6% | Val: 78.5% | Test: 78.5% | Val-Avg10: 76.1% | Val-Best: 80.5%
Ep 33/200 | Train Loss: 0.5495 | Val Loss: 0.7812 | Test Loss: 0.7812 | Train: 83.6% | Val: 74.4% | Test: 74.4% | Val-Avg10: 76.0% | Val-Best: 80.5%
Ep 34/200 | Train Loss: 0.5446 | Val Loss: 0.5826 | Test Loss: 0.5826 | Train: 83.7% | Val: 79.8% | Test: 79.8% | Val-Avg10: 76.5% | Val-Best: 80.5%
Ep 35/200 | Train Loss: 0.5410 | Val Loss: 0.7241 | Test Loss: 0.7241 | Train: 83.9% | Val: 75.7% | Test: 75.7% | Val-Avg10: 76.5% | Val-Best: 80.5%
Ep 36/200 | Train Loss: 0.5355 | Val Loss: 0.5344 | Test Loss: 0.5344 | Train: 84.1% | Val: 81.6% | Test: 81.6% | Val-Avg10: 76.8% | Val-Best: 81.6%
Ep 37/200 | Train Loss: 0.5339 | Val Loss: 0.5724 | Test Loss: 0.5724 | Train: 84.1% | Val: 80.2% | Test: 80.2% | Val-Avg10: 76.8% | Val-Best: 81.6%
Ep 38/200 | Train Loss: 0.5293 | Val Loss: 0.5485 | Test Loss: 0.5485 | Train: 84.2% | Val: 81.1% | Test: 81.1% | Val-Avg10: 78.1% | Val-Best: 81.6%
Ep 39/200 | Train Loss: 0.5232 | Val Loss: 0.6187 | Test Loss: 0.6187 | Train: 84.5% | Val: 79.0% | Test: 79.0% | Val-Avg10: 78.2% | Val-Best: 81.6%
Ep 40/200 | Train Loss: 0.5295 | Val Loss: 0.6478 | Test Loss: 0.6478 | Train: 84.3% | Val: 77.8% | Test: 77.8% | Val-Avg10: 78.9% | Val-Best: 81.6%
Ep 41/200 | Train Loss: 0.5193 | Val Loss: 0.6916 | Test Loss: 0.6916 | Train: 84.6% | Val: 76.5% | Test: 76.5% | Val-Avg10: 78.5% | Val-Best: 81.6%
